device_id,device_info,os,browser,screen,device_type
Z956 Build/MMB29M|Android 6.0.1|chrome 64.0 for android|1280x720,Z956 Build/MMB29M,Android 6.0.1,chrome 64.0 for android,1280x720,mobile
iOS Device|iOS 11.2.6|mobile safari generic|2048x1536,iOS Device,iOS 11.2.6,mobile safari generic,2048x1536,mobile
E6810 Build/5.320VZ.03.r|Android 7.1.2|chrome 58.0 for android|1920x1080,E6810 Build/5.320VZ.03.r,Android 7.1.2,chrome 58.0 for android,1920x1080,mobile
SM-G930P Build/NRD90M|Android 7.0|chrome 64.0 for android|2560x1440,SM-G930P Build/NRD90M,Android 7.0,chrome 64.0 for android,2560x1440,mobile
SM-G800F Build/MMB29K||chrome 64.0 for android|,SM-G800F Build/MMB29K,,chrome 64.0 for android,,mobile
Moto G (5) Plus Build/NPNS25.137-92-4||chrome generic|,Moto G (5) Plus Build/NPNS25.137-92-4,,chrome generic,,desktop
Windows|Windows 8.1|chrome 64.0|1600x900,Windows,Windows 8.1,chrome 64.0,1600x900,desktop
XT1064 Build/MPB24.65-34-3||chrome 56.0 for android|,XT1064 Build/MPB24.65-34-3,,chrome 56.0 for android,,mobile
GT-N7100||chrome 64.0 for android|,GT-N7100,,chrome 64.0 for android,,mobile
LGMS210 Build/NRD90U|Android 7.0|chrome 58.0 for android|1280x720,LGMS210 Build/NRD90U,Android 7.0,chrome 58.0 for android,1280x720,mobile
Windows|Windows 8.1|chrome 64.0|2160x1440,Windows,Windows 8.1,chrome 64.0,2160x1440,desktop
LG-H840 Build/NRD90U||chrome 64.0 for android|,LG-H840 Build/NRD90U,,chrome 64.0 for android,,mobile
SAMSUNG-SM-G900A Build/LRX21T|Android 5.0|chrome 64.0 for android|1920x1080,SAMSUNG-SM-G900A Build/LRX21T,Android 5.0,chrome 64.0 for android,1920x1080,mobile
Intel|Mac|safari|1680x1050,Intel,Mac,safari,1680x1050,desktop
HTC||chrome 60.0 for android|,HTC,,chrome 60.0 for android,,mobile
SM-J727T Build/NRD90M|Android 7.0|chrome 64.0 for android|1280x720,SM-J727T Build/NRD90M,Android 7.0,chrome 64.0 for android,1280x720,mobile
Windows|Windows 10|chrome 64.0|3440x1440,Windows,Windows 10,chrome 64.0,3440x1440,desktop
SM-S727VL Build/MMB29M||chrome 64.0 for android|,SM-S727VL Build/MMB29M,,chrome 64.0 for android,,mobile
SAMSUNG SM-N950U Build/NMF26X|Android 7.1.1|samsung browser generic|2961x1442,SAMSUNG SM-N950U Build/NMF26X,Android 7.1.1,samsung browser generic,2961x1442,mobile
Windows|other|chrome generic|1280x800,Windows,other,chrome generic,1280x800,desktop
SM-G720AX||chrome 64.0 for android|,SM-G720AX,,chrome 64.0 for android,,mobile
Windows|Windows 7|chrome 64.0|1280x768,Windows,Windows 7,chrome 64.0,1280x768,desktop
MacOS|Mac OS X 10_13_1|chrome 64.0|3840x2160,MacOS,Mac OS X 10_13_1,chrome 64.0,3840x2160,desktop
moto x4 Build/NPW26.83-42||chrome 64.0 for android|,moto x4 Build/NPW26.83-42,,chrome 64.0 for android,,mobile
SM-G928V||chrome 64.0 for android|,SM-G928V,,chrome 64.0 for android,,mobile
MacOS|Mac OS X 10_12_6|chrome 64.0|1920x1200,MacOS,Mac OS X 10_12_6,chrome 64.0,1920x1200,desktop
SM-T330NU Build/LMY47X||chrome generic|,SM-T330NU Build/LMY47X,,chrome generic,,desktop
Windows|Windows 8.1|chrome 63.0|1408x880,Windows,Windows 8.1,chrome 63.0,1408x880,desktop
SM-N920T Build/NRD90M||chrome 64.0 for android|,SM-N920T Build/NRD90M,,chrome 64.0 for android,,mobile
SM-A310F Build/NRD90M||chrome 64.0 for android|,SM-A310F Build/NRD90M,,chrome 64.0 for android,,mobile
iOS Device|iOS 11.2.6|mobile safari generic|2436x1125,iOS Device,iOS 11.2.6,mobile safari generic,2436x1125,mobile
SM-G925I||chrome 51.0 for android|,SM-G925I,,chrome 51.0 for android,,mobile
MHA-L09 Build/HUAWEIMHA-L09||chrome 64.0 for android|,MHA-L09 Build/HUAWEIMHA-L09,,chrome 64.0 for android,,mobile
iris 870 Build/MRA58K||chrome 64.0 for android|,iris 870 Build/MRA58K,,chrome 64.0 for android,,mobile
HTC One A9s Build/MRA58K||chrome 62.0 for android|,HTC One A9s Build/MRA58K,,chrome 62.0 for android,,mobile
C6906||chrome 64.0 for android|,C6906,,chrome 64.0 for android,,mobile
B3-A20||chrome 50.0 for android|,B3-A20,,chrome 50.0 for android,,mobile
ILIUM||chrome 64.0 for android|,ILIUM,,chrome 64.0 for android,,mobile
SAMSUNG SM-G955U Build/NRD90M|Android 7.0|samsung browser generic|,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser generic,,mobile
SAMSUNG SM-G930A Build/NRD90M|Android 7.0|samsung browser generic|1920x1080,SAMSUNG SM-G930A Build/NRD90M,Android 7.0,samsung browser generic,1920x1080,mobile
SAMSUNG||samsung browser generic|,SAMSUNG,,samsung browser generic,,mobile
VTR-AL00 Build/HUAWEIVTR-AL00||android browser 4.0|,VTR-AL00 Build/HUAWEIVTR-AL00,,android browser 4.0,,mobile
Moto Z2 Play Build/NPS26.74-16-1||chrome 64.0 for android|,Moto Z2 Play Build/NPS26.74-16-1,,chrome 64.0 for android,,mobile
MacOS|Mac OS X 10_12_3|chrome 64.0|2560x1600,MacOS,Mac OS X 10_12_3,chrome 64.0,2560x1600,desktop
rv:58.0|Mac OS X 10.10|firefox 58.0|2560x1600,rv:58.0,Mac OS X 10.10,firefox 58.0,2560x1600,desktop
iOS Device|iOS 11.2.6|mobile safari generic|1136x640,iOS Device,iOS 11.2.6,mobile safari generic,1136x640,mobile
iOS Device|iOS 11.2.6|mobile safari generic|2224x1668,iOS Device,iOS 11.2.6,mobile safari generic,2224x1668,mobile
E5506||chrome 56.0 for android|,E5506,,chrome 56.0 for android,,mobile
Windows|Windows 8|chrome 64.0|1024x768,Windows,Windows 8,chrome 64.0,1024x768,desktop
MacOS|Mac OS X 10_9_5|chrome 64.0|2560x1600,MacOS,Mac OS X 10_9_5,chrome 64.0,2560x1600,desktop
P008 Build/NRD90M|Android 7.0|chrome 64.0 for android|,P008 Build/NRD90M,Android 7.0,chrome 64.0 for android,,mobile
Windows|Windows 7|firefox 58.0|2560x1440,Windows,Windows 7,firefox 58.0,2560x1440,desktop
D6603||chrome 57.0 for android|,D6603,,chrome 57.0 for android,,mobile
iOS Device|iOS 11.2.6|mobile safari generic|2732x2048,iOS Device,iOS 11.2.6,mobile safari generic,2732x2048,mobile
SAMSUNG||samsung browser 5.4|,SAMSUNG,,samsung browser 5.4,,mobile
ZTE BLADE V8 MINI Build/NRD90M||chrome 64.0 for android|,ZTE BLADE V8 MINI Build/NRD90M,,chrome 64.0 for android,,mobile
FRD-L04 Build/HUAWEIFRD-L04||chrome 64.0 for android|,FRD-L04 Build/HUAWEIFRD-L04,,chrome 64.0 for android,,mobile
Windows|Windows 10|firefox 58.0|1440x900,Windows,Windows 10,firefox 58.0,1440x900,desktop
TA-1044||chrome 64.0 for android|,TA-1044,,chrome 64.0 for android,,mobile
iOS Device|iOS 11.0.1|mobile safari generic|2224x1668,iOS Device,iOS 11.0.1,mobile safari generic,2224x1668,mobile
Pixel 2 Build/OPM1.171019.019|Android 8.1.0|chrome 64.0 for android|,Pixel 2 Build/OPM1.171019.019,Android 8.1.0,chrome 64.0 for android,,mobile
PLE-701L||chrome 62.0 for android|,PLE-701L,,chrome 62.0 for android,,mobile
MacOS|Mac OS X 10_13_1|chrome 64.0|3360x2100,MacOS,Mac OS X 10_13_1,chrome 64.0,3360x2100,desktop
Blade L2 Plus Build/KOT49H||chrome 64.0 for android|,Blade L2 Plus Build/KOT49H,,chrome 64.0 for android,,mobile
SM-G950U Build/R16NW|Android 8.0.0|chrome 64.0 for android|2220x1080,SM-G950U Build/R16NW,Android 8.0.0,chrome 64.0 for android,2220x1080,mobile
ZUUM_ZEN_I Build/LRX21M||chrome generic|,ZUUM_ZEN_I Build/LRX21M,,chrome generic,,desktop
SM-J727VPP Build/NRD90M|Android 7.0|chrome 64.0 for android|1280x720,SM-J727VPP Build/NRD90M,Android 7.0,chrome 64.0 for android,1280x720,mobile
MacOS|Mac OS X 10_10_5|chrome 64.0|1280x800,MacOS,Mac OS X 10_10_5,chrome 64.0,1280x800,desktop
KFTHWI Build/KTU84M||chrome generic|,KFTHWI Build/KTU84M,,chrome generic,,desktop
SM-T580|Android 6.0.1|chrome 64.0 for android|1920x1200,SM-T580,Android 6.0.1,chrome 64.0 for android,1920x1200,mobile
LG-D693n Build/LRX22G||chrome 64.0 for android|,LG-D693n Build/LRX22G,,chrome 64.0 for android,,mobile
en-gb|Android 4.4.2|chrome generic|1920x1080,en-gb,Android 4.4.2,chrome generic,1920x1080,mobile
Windows|Windows 8|firefox 58.0|,Windows,Windows 8,firefox 58.0,,desktop
SM-A300M||chrome 64.0 for android|,SM-A300M,,chrome 64.0 for android,,mobile
SAMSUNG|Android 5.1.1|chrome generic|960x540,SAMSUNG,Android 5.1.1,chrome generic,960x540,mobile
HUAWEI VNS-L31 Build/HUAWEIVNS-L31||chrome 64.0 for android|,HUAWEI VNS-L31 Build/HUAWEIVNS-L31,,chrome 64.0 for android,,mobile
SAMSUNG SM-J510MN Build/MMB29M||other|,SAMSUNG SM-J510MN Build/MMB29M,,other,,mobile
iris702||chrome 63.0 for android|,iris702,,chrome 63.0 for android,,mobile
SAMSUNG SM-T587P Build/NRD90M|Android 7.0|samsung browser generic|1920x1200,SAMSUNG SM-T587P Build/NRD90M,Android 7.0,samsung browser generic,1920x1200,mobile
SAMSUNG-SM-G530AZ Build/LMY48B||chrome generic|,SAMSUNG-SM-G530AZ Build/LMY48B,,chrome generic,,desktop
F5121 Build/34.3.A.0.238||android webview 4.0|,F5121 Build/34.3.A.0.238,,android webview 4.0,,mobile
MacOS|Mac OS X 10_12_6|chrome 64.0|3840x2400,MacOS,Mac OS X 10_12_6,chrome 64.0,3840x2400,desktop
Ilium L1120 Build/NRD90M||chrome 64.0 for android|,Ilium L1120 Build/NRD90M,,chrome 64.0 for android,,mobile
TA-1044 Build/NMF26F||chrome 64.0 for android|,TA-1044 Build/NMF26F,,chrome 64.0 for android,,mobile
Windows|Windows 7|chrome 64.0|2880x1800,Windows,Windows 7,chrome 64.0,2880x1800,desktop
||mobile safari generic|2208x1242,,,mobile safari generic,2208x1242,mobile
Ilium X510 Build/MRA58K||chrome 64.0 for android|,Ilium X510 Build/MRA58K,,chrome 64.0 for android,,mobile
SAMSUNG SM-J701M Build/NRD90M||samsung browser generic|,SAMSUNG SM-J701M Build/NRD90M,,samsung browser generic,,mobile
Z983 Build/NMF26F|Android 7.1.1|chrome 64.0 for android|,Z983 Build/NMF26F,Android 7.1.1,chrome 64.0 for android,,mobile
NX16A8116KP|Android 7.1.1|chrome 64.0 for android|1280x800,NX16A8116KP,Android 7.1.1,chrome 64.0 for android,1280x800,mobile
PRA-LX1 Build/HUAWEIPRA-LX1||chrome 62.0 for android|,PRA-LX1 Build/HUAWEIPRA-LX1,,chrome 62.0 for android,,mobile
SAMSUNG SM-T710 Build/NRD90M||samsung browser generic|,SAMSUNG SM-T710 Build/NRD90M,,samsung browser generic,,mobile
Pixel|Android 7.1.2|chrome 64.0 for android|,Pixel,Android 7.1.2,chrome 64.0 for android,,mobile
SAMSUNG SM-G928G Build/NRD90M||samsung browser generic|,SAMSUNG SM-G928G Build/NRD90M,,samsung browser generic,,mobile
MacOS|Mac OS X 10_11_6|chrome 64.0|2560x1440,MacOS,Mac OS X 10_11_6,chrome 64.0,2560x1440,desktop
MacOS|Mac OS X 10_13_1|chrome 64.0|3360x1890,MacOS,Mac OS X 10_13_1,chrome 64.0,3360x1890,desktop
Windows|Windows 10|opera 51.0|1920x1080,Windows,Windows 10,opera 51.0,1920x1080,desktop
SM-T285M||chrome 64.0 for android|,SM-T285M,,chrome 64.0 for android,,mobile
SAMSUNG SM-N950F Build/NMF26X||samsung browser generic|,SAMSUNG SM-N950F Build/NMF26X,,samsung browser generic,,mobile
SAMSUNG SM-J327T1 Build/NRD90M||samsung browser 5.2|,SAMSUNG SM-J327T1 Build/NRD90M,,samsung browser 5.2,,mobile
Windows|Windows 10|firefox 58.0|1680x1050,Windows,Windows 10,firefox 58.0,1680x1050,desktop
SM-J110M Build/LMY48B||chrome 57.0 for android|,SM-J110M Build/LMY48B,,chrome 57.0 for android,,mobile
SM-G530H Build/KTU84P||chrome generic|,SM-G530H Build/KTU84P,,chrome generic,,desktop
SCH-I545 Build/LRX22C||chrome 64.0 for android|,SCH-I545 Build/LRX22C,,chrome 64.0 for android,,mobile
SAMSUNG SM-T810 Build/NRD90M||samsung browser generic|,SAMSUNG SM-T810 Build/NRD90M,,samsung browser generic,,mobile
SM-J100VPP Build/LMY48B|Android 5.1.1|chrome 43.0 for android|801x480,SM-J100VPP Build/LMY48B,Android 5.1.1,chrome 43.0 for android,801x480,mobile
LG-D680 Build/KOT49I||chrome 55.0 for android|,LG-D680 Build/KOT49I,,chrome 55.0 for android,,mobile
SM-G930T1|Android 7.0|chrome 64.0 for android|1920x1080,SM-G930T1,Android 7.0,chrome 64.0 for android,1920x1080,mobile
SM-T320 Build/KOT49H||chrome 64.0 for android|,SM-T320 Build/KOT49H,,chrome 64.0 for android,,mobile
SM-N910H||chrome 64.0 for android|,SM-N910H,,chrome 64.0 for android,,mobile
SM-G930V Build/NRD90M||chrome 64.0 for android|,SM-G930V Build/NRD90M,,chrome 64.0 for android,,mobile
rv:39.0||firefox|,rv:39.0,,firefox,,desktop
SM-T800 Build/MMB29K|Android 6.0.1|chrome 64.0 for android|2560x1600,SM-T800 Build/MMB29K,Android 6.0.1,chrome 64.0 for android,2560x1600,mobile
rv:58.0|Mac OS X 10.11|firefox 58.0|1920x1200,rv:58.0,Mac OS X 10.11,firefox 58.0,1920x1200,desktop
SAMSUNG-SM-N910A|Android|chrome generic|2560x1440,SAMSUNG-SM-N910A,Android,chrome generic,2560x1440,mobile
Pixel 2 Build/OPM2.171019.016|Android 8.1.0|chrome 64.0 for android|,Pixel 2 Build/OPM2.171019.016,Android 8.1.0,chrome 64.0 for android,,mobile
Moto G (5S||android webview 4.0|,Moto G (5S,,android webview 4.0,,mobile
MacOS|Mac OS X 10_12_3|chrome 64.0|1366x768,MacOS,Mac OS X 10_12_3,chrome 64.0,1366x768,desktop
SM-G950U1 Build/NRD90M||chrome 64.0 for android|,SM-G950U1 Build/NRD90M,,chrome 64.0 for android,,mobile
rv:58.0|Windows 7|firefox 58.0|1366x768,rv:58.0,Windows 7,firefox 58.0,1366x768,desktop
MacOS|Mac OS X 10_7_5|safari generic|2560x1440,MacOS,Mac OS X 10_7_5,safari generic,2560x1440,desktop
SAMSUNG SM-J700T1 Build/NMF26X|Android 7.1.1|samsung browser generic|1280x720,SAMSUNG SM-J700T1 Build/NMF26X,Android 7.1.1,samsung browser generic,1280x720,mobile
SAMSUNG SM-G891A Build/NRD90M|Android 7.0|samsung browser generic|1920x1080,SAMSUNG SM-G891A Build/NRD90M,Android 7.0,samsung browser generic,1920x1080,mobile
Windows|Windows 8|chrome 63.0|2560x1080,Windows,Windows 8,chrome 63.0,2560x1080,desktop
SM-J320P Build/LMY47X|Android 5.1.1|chrome 64.0 for android|1280x720,SM-J320P Build/LMY47X,Android 5.1.1,chrome 64.0 for android,1280x720,mobile
SM-G610M Build/MMB29K||chrome 58.0 for android|,SM-G610M Build/MMB29K,,chrome 58.0 for android,,mobile
F3111 Build/33.3.A.1.97||chrome 64.0 for android|,F3111 Build/33.3.A.1.97,,chrome 64.0 for android,,mobile
HUAWEI M2-801W Build/HUAWEIM2-801W||chrome 64.0 for android|,HUAWEI M2-801W Build/HUAWEIM2-801W,,chrome 64.0 for android,,mobile
MacOS|Mac OS X 10_11_6|chrome 64.0|1920x1200,MacOS,Mac OS X 10_11_6,chrome 64.0,1920x1200,desktop
0PM92||chrome 64.0 for android|,0PM92,,chrome 64.0 for android,,mobile
SAMSUNG SM-J710MN Build/MMB29K||samsung browser generic|,SAMSUNG SM-J710MN Build/MMB29K,,samsung browser generic,,mobile
SAMSUNG SM-A730F Build/NMF26X||samsung browser generic|,SAMSUNG SM-A730F Build/NMF26X,,samsung browser generic,,mobile
Windows||opera 51.0|,Windows,,opera 51.0,,desktop
HUAWEI|Android|chrome generic|1184x720,HUAWEI,Android,chrome generic,1184x720,mobile
rv:57.0|Android|firefox|976x600,rv:57.0,Android,firefox,976x600,mobile
SAMSUNG SM-G920F Build/LRX22G||chrome generic|,SAMSUNG SM-G920F Build/LRX22G,,chrome generic,,desktop
LG-P708g||chrome 53.0 for android|,LG-P708g,,chrome 53.0 for android,,mobile
SAMSUNG SM-G935F Build/NRD90M||samsung browser generic|,SAMSUNG SM-G935F Build/NRD90M,,samsung browser generic,,mobile
LG-K450 Build/MXB48T|Android 6.0.1|chrome 64.0 for android|1280x720,LG-K450 Build/MXB48T,Android 6.0.1,chrome 64.0 for android,1280x720,mobile
SM-G7105||chrome 64.0 for android|,SM-G7105,,chrome 64.0 for android,,mobile
G3223 Build/42.0.A.4.167||chrome 63.0 for android|,G3223 Build/42.0.A.4.167,,chrome 63.0 for android,,mobile
SM-G920F Build/MMB29K||chrome 50.0 for android|,SM-G920F Build/MMB29K,,chrome 50.0 for android,,mobile
VTR-L09 Build/HUAWEIVTR-L09||chrome 63.0 for android|,VTR-L09 Build/HUAWEIVTR-L09,,chrome 63.0 for android,,mobile
SAMSUNG SM-G950F Build/NRD90M||samsung browser generic|,SAMSUNG SM-G950F Build/NRD90M,,samsung browser generic,,mobile
Lenovo||other|,Lenovo,,other,,mobile
5015A Build/LMY47I||chrome 58.0 for android|,5015A Build/LMY47I,,chrome 58.0 for android,,mobile
Nexus|Android 8.1.0|chrome generic for android|2562x1442,Nexus,Android 8.1.0,chrome generic for android,2562x1442,mobile
SAMSUNG SM-J327P Build/MMB29M||samsung browser generic|,SAMSUNG SM-J327P Build/MMB29M,,samsung browser generic,,mobile
Windows|Windows 8.1|chrome 63.0|3840x1080,Windows,Windows 8.1,chrome 63.0,3840x1080,desktop
BV7000||android webview 4.0|,BV7000,,android webview 4.0,,mobile
SM-G950U1 Build/NRD90M|Android 7.0|chrome 64.0 for android|2220x1080,SM-G950U1 Build/NRD90M,Android 7.0,chrome 64.0 for android,2220x1080,mobile
SM-G390F||chrome 64.0 for android|,SM-G390F,,chrome 64.0 for android,,mobile
F8331||chrome 64.0 for android|,F8331,,chrome 64.0 for android,,mobile
SM-A520W Build/NRD90M||chrome 64.0 for android|,SM-A520W Build/NRD90M,,chrome 64.0 for android,,mobile
SAMSUNG SM-N920P Build/NRD90M|Android 7.0|samsung browser generic|2560x1440,SAMSUNG SM-N920P Build/NRD90M,Android 7.0,samsung browser generic,2560x1440,mobile
SM-G386W||chrome 64.0 for android|,SM-G386W,,chrome 64.0 for android,,mobile
Trident/7.0|Windows 7|ie 11.0 for desktop|1440x810,Trident/7.0,Windows 7,ie 11.0 for desktop,1440x810,desktop
Moto G (4) Build/NPJ25.93-14.7||samsung browser generic|,Moto G (4) Build/NPJ25.93-14.7,,samsung browser generic,,mobile
iOS Device|iOS 11.2.6|mobile safari generic|2001x1125,iOS Device,iOS 11.2.6,mobile safari generic,2001x1125,mobile
MacOS|Mac OS X 10_13_3|chrome 63.0|4096x2304,MacOS,Mac OS X 10_13_3,chrome 63.0,4096x2304,desktop
SAMSUNG SM-N920P Build/NRD90M|Android 7.0|samsung browser generic|,SAMSUNG SM-N920P Build/NRD90M,Android 7.0,samsung browser generic,,mobile
TA-1044 Build/OPR1.170623.026|||,TA-1044 Build/OPR1.170623.026,,,,mobile
LGL164VL Build/NRD90U|Android 7.0|chrome 64.0 for android|1280x720,LGL164VL Build/NRD90U,Android 7.0,chrome 64.0 for android,1280x720,mobile
LG-D331||chrome 63.0 for android|,LG-D331,,chrome 63.0 for android,,mobile
K10||android webview 4.0|,K10,,android webview 4.0,,mobile
D2306 Build/18.6.A.0.182||android browser 4.0|,D2306 Build/18.6.A.0.182,,android browser 4.0,,mobile
|Android|chrome 64.0|1366x768,,Android,chrome 64.0,1366x768,mobile
|Android|chrome 61.0|1920x1080,,Android,chrome 61.0,1920x1080,mobile
LG-X220 Build/LMY47I||chrome 64.0 for android|,LG-X220 Build/LMY47I,,chrome 64.0 for android,,mobile
Moto Z2 Play Build/NPS26.118-19||chrome 64.0 for android|,Moto Z2 Play Build/NPS26.118-19,,chrome 64.0 for android,,mobile
Linux x86_64||firefox 58.0|,Linux x86_64,,firefox 58.0,,desktop
XT1585 Build/NCK25.118-10.5|Android 7.0|chrome 56.0 for android|2560x1440,XT1585 Build/NCK25.118-10.5,Android 7.0,chrome 56.0 for android,2560x1440,mobile
Lenovo YT3-850M Build/MMB29M||chrome generic for android|,Lenovo YT3-850M Build/MMB29M,,chrome generic for android,,mobile
BLU ENERGY X PLUS Build/LRX21M||chrome 64.0 for android|,BLU ENERGY X PLUS Build/LRX21M,,chrome 64.0 for android,,mobile
SAMSUNG-SM-G935A Build/NRD90M|Android 7.0|chrome 64.0 for android|,SAMSUNG-SM-G935A Build/NRD90M,Android 7.0,chrome 64.0 for android,,mobile
rv:55.0|Windows 10|firefox|1920x1080,rv:55.0,Windows 10,firefox,1920x1080,desktop
MacOS|Mac OS X 10_10_5|safari generic|2048x1280,MacOS,Mac OS X 10_10_5,safari generic,2048x1280,desktop
SAMSUNG SM-G891A Build/NRD90M||samsung browser generic|,SAMSUNG SM-G891A Build/NRD90M,,samsung browser generic,,mobile
A574BL Build/NMF26F|Android 7.1.1|chrome 64.0 for android|855x480,A574BL Build/NMF26F,Android 7.1.1,chrome 64.0 for android,855x480,mobile
SM-N920P Build/NRD90M|Android 7.0|chrome 64.0 for android|,SM-N920P Build/NRD90M,Android 7.0,chrome 64.0 for android,,mobile
XT1032||chrome 64.0 for android|,XT1032,,chrome 64.0 for android,,mobile
LG-D331||chrome 64.0 for android|,LG-D331,,chrome 64.0 for android,,mobile
Windows|Windows 10|firefox 58.0|3840x2160,Windows,Windows 10,firefox 58.0,3840x2160,desktop
XT1563 Build/MPDS24.107-52-5||chrome 59.0 for android|,XT1563 Build/MPDS24.107-52-5,,chrome 59.0 for android,,mobile
GT-S7275B||chrome 64.0 for android|,GT-S7275B,,chrome 64.0 for android,,mobile
SAMSUNG SM-G920P Build/NRD90M||samsung browser generic|,SAMSUNG SM-G920P Build/NRD90M,,samsung browser generic,,mobile
SM-G610M Build/NRD90M||chrome 60.0 for android|,SM-G610M Build/NRD90M,,chrome 60.0 for android,,mobile
4027A Build/KOT49H||chrome 64.0 for android|,4027A Build/KOT49H,,chrome 64.0 for android,,mobile
Windows|Windows 10|chrome 56.0|1280x1024,Windows,Windows 10,chrome 56.0,1280x1024,desktop
S60 Build/MMB29M||chrome 64.0 for android|,S60 Build/MMB29M,,chrome 64.0 for android,,mobile
iOS Device|iOS 11.2.5|mobile safari uiwebview|2048x1536,iOS Device,iOS 11.2.5,mobile safari uiwebview,2048x1536,mobile
MacOS|Mac OS X 10_10_5|chrome 64.0|2880x1800,MacOS,Mac OS X 10_10_5,chrome 64.0,2880x1800,desktop
Minion_Tab||Inco/Minion|,Minion_Tab,,Inco/Minion,,mobile
rv:58.0|Windows 10|firefox|1280x800,rv:58.0,Windows 10,firefox,1280x800,desktop
SAMSUNG SM-A320Y Build/NRD90M||samsung browser generic|,SAMSUNG SM-A320Y Build/NRD90M,,samsung browser generic,,mobile
HUAWEI CAN-L11 Build/HUAWEICAN-L11||chrome 64.0 for android|,HUAWEI CAN-L11 Build/HUAWEICAN-L11,,chrome 64.0 for android,,mobile
Windows|Windows 10|chrome 64.0|1280x720,Windows,Windows 10,chrome 64.0,1280x720,desktop
rv:58.0|Windows 7|firefox 58.0|1600x900,rv:58.0,Windows 7,firefox 58.0,1600x900,desktop
ASUS_X00DD||chrome 64.0 for android|,ASUS_X00DD,,chrome 64.0 for android,,mobile
Lenovo YT3-850F Build/MMB29M||chrome 64.0 for android|,Lenovo YT3-850F Build/MMB29M,,chrome 64.0 for android,,mobile
HUAWEI TAG-L13 Build/HUAWEITAG-L13||chrome 55.0 for android|,HUAWEI TAG-L13 Build/HUAWEITAG-L13,,chrome 55.0 for android,,mobile
LGMS428||chrome 64.0 for android|,LGMS428,,chrome 64.0 for android,,mobile
ZTE Blade A511 Build/MRA58K||chrome 52.0 for android|,ZTE Blade A511 Build/MRA58K,,chrome 52.0 for android,,mobile
LG-LS993 Build/NRD90U||chrome 64.0 for android|,LG-LS993 Build/NRD90U,,chrome 64.0 for android,,mobile
BLU||chrome 64.0 for android|,BLU,,chrome 64.0 for android,,mobile
Windows|Windows 10|chrome 64.0|1728x972,Windows,Windows 10,chrome 64.0,1728x972,desktop
ALCATEL||chrome 64.0 for android|,ALCATEL,,chrome 64.0 for android,,mobile
LG-K240 Build/MXB48T||chrome 64.0 for android|,LG-K240 Build/MXB48T,,chrome 64.0 for android,,mobile
LG-H650 Build/LMY47V||chrome 64.0 for android|,LG-H650 Build/LMY47V,,chrome 64.0 for android,,mobile
SM-T813 Build/NRD90M||chrome 64.0 for android|,SM-T813 Build/NRD90M,,chrome 64.0 for android,,mobile
